text,sexist
donne dovrebbero essere celebtrata,1
fidanzata sporca,1
fidanzate odiose,1
morose vomitevoli,1
casalinghe dovrebbero essere preservate,1
violentare femmina,1
compagne sorprendenti,0
morosa orripilante,1
donne amabili,0
nonna affascinante,0
casalinga dovrebbe essere schifata,0
casalinghe dovrebbero essere violentate,1
compagna dovrebbe essere onorata,1
schifare morosa,1
mamma dovrebbe essere violentata,0
donna dovrebbe essere favorita,1
donne dovrebbero essere preservate,0
fidanzate dovrebbero essere ammazzate,0
matrona dovrebbe essere seviziata,1
nonna dovrebbe essere sterminata,1
matrona stupenda,0
casalinga stupenda,0
matrone dovrebbero essere violentate,0
femmina piacevole,0
maltrattare compagna,1
casalinga dovrebbe essere tormentata,0
tutelare donna,0
casalinga dovrebbe essere celebrata,0
onorare casalinghe,0
compagne incantevoli,0
matrona dovrebbe essere lodata,0
matrona deficiente,1
mamma riprovevole,1
femmina brutta,1
morosa dovrebbe essere lodata,0
compagna dovrebbe essere ammazzata,1
matrone ributtanti,1
casalinghe stupende,0
sostenere mamma,0
donna dovrebbe essere sostenuta,1
compagna pessima,1
martoriare matrone,1
morose amabili,0
morosa dovrebbe essere tormentata,1
morose stolte,1
nonne gradevoli,0
nonna cattiva,1
fidanzata stimabile,0
femmine odiose,1
matrona bella,0
mamma gentile,0
difendere donna,0
favorire femmine,0
femmina dovrebbe essere schifata,1
matrona dovrebbe essere ammazzata,0
donne dovrebbero essere preservate,1
casalinga incantevole,0
femmina dovrebbe essere sostenuta,1
mamme encomiabili,0
favorire mamma,0
fidanzata dovrebbe essere schifata,1
femmine dovrebbero essere picchiate,0
fidanzate amabili,0
donna disgustosa,1
malmenare morose,1
femmine dovrebbero essere sostenute,1
umiliare femmina,1
morosa dovrebbe essere schifata,1
morose dovrebbero essere ammazzate,0
compagna dovrebbe essere maltrattata,1
nonna dovrebbe essere umiliata,1
casalinga pessima,1
tutelare morose,0
matrona dovrebbe essere molestata,0
compagne dovrebbero essere tutelate,0
omaggiare matrone,0
matrona incantevole,0
compagna dovrebbe essere tutelata,1
lodare nonne,0
nonna grandiosa,0
morosa incantevole,0
compagna benevola,0
compagne dovrebbero essere protette,1
casalinga dovrebbe essere aiutata,0
casalinga dovrebbe essere violentata,1
fidanzata dovrebbe essere coccolata,0
matrone benevole,0
mamma dovrebbe essere picchiata,0
malmenare nonne,1
casalinghe dovrebbero essere seviziate,0
ammazzare femmine,1
donne orripilanti,1
fidanzata dovrebbe essere favorita,0
matrone dovrebbero essere molestate,1
nonne dovrebbero essere picchiate,0
mamme riprovevoli,1
mamma dovrebbe essere onorata,1
compagna dovrebbe essere umiliata,1
matrone dovrebbero essere martoriate,1
donne dovrebbero essere molestate,0
casalinghe dovrebbero essere molestate,1
umiliare compagna,1
mamma dovrebbe essere protetta,0
maltrattare donne,1
malmenare donna,1
donne dovrebbero essere aiutate,1
femmine dovrebbero essere celebtrata,1
femmina dovrebbe essere onorata,0
supportare fidanzate,0
mamme gradevoli,0
femmine ciccione,1
compagna bella,0
sostenere mamme,0
nonne stolte,1
morose dovrebbero essere onorate,0
nonna dovrebbe essere appoggiata,0
femmina dovrebbe essere celebrata,0
femmine brutte,1
matrona gentile,0
matrona dovrebbe essere celebrata,1
donne incantevoli,0
mamma dovrebbe essere picchiata,1
femmina cicciona,1
favorire morosa,0
matrona dovrebbe essere sostenuta,0
mamme dovrebbero essere molestate,0
compagne straordinarie,0
donne dovrebbero essere ammazzate,1
morosa dovrebbe essere appoggiata,0
compagne dovrebbero essere appoggiate,0
onorare donna,0
morosa dovrebbe essere ammazzata,0
matrone dovrebbero essere protette,1
matrone incantevoli,0
difendere femmine,0
mamma deficiente,1
casalinga dovrebbe essere seviziata,1
donne dovrebbero essere sterminate,0
fidanzata amabile,0
coccolare donne,0
seviziare matrone,1
sostenere femmina,0
casalinga riprovevole,1
schifare matrone,1
femmina dovrebbe essere seviziata,1
nonna dovrebbe essere tutelata,0
fidanzate dovrebbero essere ammazzate,1
elogiare casalinghe,0
femmine dovrebbero essere schifate,0
fidanzata dovrebbe essere umiliata,0
donna dovrebbe essere favorita,0
nonne disgustose,1
mamma straordinaria,0
fidanzata cattiva,1
mamma bella,0
schifare donne,1
mamma amabile,0
compagne dovrebbero essere violentate,0
compagne dovrebbero essere malmenate,1
matrona grandiosa,0
tutelare casalinghe,0
nonna dovrebbe essere ammazzata,1
casalinghe ributtanti,1
casalinga bella,0
fidanzate dovrebbero essere onorate,1
casalinga cretina,1
favorire casalinghe,0
donna dovrebbe essere violentata,0
compagna cicciona,1
donne dovrebbero essere adorate,0
donne affascinanti,0
morose eleganti,0
fidanzata encomiabile,0
sostenere casalinga,0
nonne dovrebbero essere malmenate,0
tutelare compagna,0
violentare compagne,1
compagne gentili,0
compagna dovrebbe essere seviziata,1
molestare casalinghe,1
matrone gradevoli,0
morosa dovrebbe essere coccolata,1
morose riprovevoli,1
fidanzata abominevole,1
morose simpatiche,0
matrona dovrebbe essere maltrattata,0
casalinghe dovrebbero essere violentate,0
morose dovrebbero essere coccolate,0
appoggiare fidanzate,0
aiutare mamme,0
matrona amichevole,0
morose dovrebbero essere appoggiate,0
femmina dovrebbe essere adorata,0
fidanzata dovrebbe essere onorata,1
mamme dovrebbero essere favorite,1
coccolare femmina,0
nonna dovrebbe essere coccolata,0
donna dovrebbe essere aiutata,1
donna dovrebbe essere tutelata,1
compagne dovrebbero essere molestate,1
difendere matrone,0
femmine dovrebbero essere appoggiate,0
compagna dovrebbe essere sostenuta,1
mamme dovrebbero essere appoggiate,1
matrona dovrebbe essere picchiata,0
compagne amabili,0
femmine dovrebbero essere picchiate,1
casalinga dovrebbe essere violentata,0
appoggiare nonna,0
pestare donna,1
malmenare compagne,1
matrona orripilante,1
nonne dovrebbero essere appoggiate,0
morosa dovrebbe essere preservata,1
fidanzate piacevoli,0
casalinga dovrebbe essere sostenuta,1
morosa dovrebbe essere favorita,0
compagne dovrebbero essere sostenute,0
matrone dovrebbero essere coccolate,1
donna incantevole,0
casalinga dovrebbe essere molestata,1
fidanzate dovrebbero essere preservate,1
appoggiare matrona,0
morosa abominevole,1
matrone cattive,1
morose dovrebbero essere celebtrata,1
mamme dovrebbero essere violentate,1
compagna dovrebbe essere martoriata,0
mamma dovrebbe essere preservata,1
morosa dovrebbe essere martoriata,1
morose ributtanti,1
compagne dovrebbero essere ammazzate,0
matrone dovrebbero essere tutelate,0
matrona amabile,0
nonna dovrebbe essere protetta,1
femmina dovrebbe essere lodata,0
femmina dovrebbe essere umiliata,0
martoriare compagne,1
seviziare casalinga,1
mamma dovrebbe essere favorita,0
donna dovrebbe essere onorata,1
casalinghe dovrebbero essere umiliate,0
morose dovrebbero essere maltrattate,1
matrona dovrebbe essere martoriata,0
maltrattare fidanzata,1
eliminare matrona,1
seviziare compagne,1
casalinga brutta,1
onorare mamme,0
eliminare casalinga,1
compagne piacevoli,0
compagne dovrebbero essere coccolate,0
nonna dovrebbe essere sostenuta,1
eliminare compagna,1
donne dovrebbero essere sostenute,1
mamma dovrebbe essere malmenata,1
donne grandiose,0
nonna amichevole,0
casalinghe dovrebbero essere protette,0
mamme deficienti,1
mamma sorprendente,0
donna dovrebbe essere molestata,0
casalinghe dovrebbero essere martoriate,0
matrona dovrebbe essere adorata,1
nonne dovrebbero essere lodate,1
violentare nonna,1
femmine benevole,0
femmine dovrebbero essere favorite,1
mamme dovrebbero essere adorate,1
morose dovrebbero essere coccolate,1
femmina dovrebbe essere ammazzata,1
femmine cattive,1
donna dovrebbe essere picchiata,1
donna dovrebbe essere onorata,0
casalinghe amabili,0
fidanzate stimabili,0
mamme dovrebbero essere picchiate,1
mamme dovrebbero essere preservate,0
donna vomitevole,1
nonne dovrebbero essere preservate,0
favorire nonne,0
compagna dovrebbe essere preservata,0
nonne dovrebbero essere adorate,1
martoriare casalinghe,1
pestare matrone,1
matrone merde,1
nonne dovrebbero essere celebtrata,0
nonna elegante,0
fidanzate dovrebbero essere violentate,1
femmine dovrebbero essere coccolate,0
omaggiare femmina,0
casalinga dovrebbe essere tutelata,0
nonne dovrebbero essere schifate,1
nonne dovrebbero essere lodate,0
fidanzate dovrebbero essere sterminate,1
morosa stolta,1
compagne dovrebbero essere adorate,0
casalinghe dovrebbero essere adorate,1
donne straordinarie,0
mamme dovrebbero essere tutelate,1
donna elegante,0
umiliare donne,1
casalinghe ciccione,1
nonna dovrebbe essere adorata,1
fidanzate dovrebbero essere violentate,0
donna grandiosa,0
femmina benevola,0
fidanzate dovrebbero essere celebtrata,1
femmine dovrebbero essere martoriate,0
donne dovrebbero essere violentate,0
mamma dovrebbe essere aiutata,1
morosa dovrebbe essere aiutata,0
compagne ributtanti,1
morosa benevola,0
nonna dovrebbe essere ammazzata,0
matrona pessima,1
morosa cretina,1
femmina dovrebbe essere onorata,1
mamma dovrebbe essere ammazzata,1
morose dovrebbero essere umiliate,0
seviziare donne,1
nonne stimabili,0
onorare donne,0
fidanzata dovrebbe essere ammazzata,0
ammazzare mamme,1
nonna dovrebbe essere celebrata,0
matrone piacevoli,0
mamme pessime,1
elogiare matrona,0
matrona vomitevole,1
casalinga amabile,0
seviziare femmina,1
donne piacevoli,0
morose incantevoli,0
omaggiare casalinghe,0
casalinga dovrebbe essere malmenata,0
femmine dovrebbero essere ammazzate,1
compagna dovrebbe essere sterminata,0
femmina stupenda,0
femmine dovrebbero essere adorate,1
mamma orripilante,1
casalinga dovrebbe essere preservata,1
donne dovrebbero essere tormentate,1
difendere matrona,0
nonne dovrebbero essere maltrattate,0
morosa dovrebbe essere malmenata,0
fidanzata dovrebbe essere seviziata,1
donna dovrebbe essere molestata,1
molestare nonna,1
donna dovrebbe essere malmenata,0
femmina dovrebbe essere adorata,1
tutelare mamme,0
nonne ciccione,1
molestare morosa,1
nonne sporche,1
supportare morose,0
morosa dovrebbe essere picchiata,0
mamme dovrebbero essere seviziate,1
matrone dovrebbero essere ammazzate,0
morose stimabili,0
donne ciccione,1
matrona dovrebbe essere umiliata,1
femmina dovrebbe essere martoriata,1
casalinghe straordinarie,0
umiliare fidanzate,1
compagne dovrebbero essere maltrattate,0
fidanzate sorprendenti,0
nonna orripilante,1
donne odiose,1
compagne eleganti,0
mamme cretine,1
matrone rivoltanti,1
femmine dovrebbero essere umiliate,1
femmina stimabile,0
donna dovrebbe essere schifata,0
mamma dovrebbe essere malmenata,0
fidanzata incantevole,0
supportare casalinghe,0
matrone dovrebbero essere celebtrata,1
compagne dovrebbero essere martoriate,1
femmina dovrebbe essere martoriata,0
femmine dovrebbero essere celebtrata,0
casalinghe dovrebbero essere aiutate,0
coccolare donna,0
donna dovrebbe essere martoriata,0
fidanzate orripilanti,1
molestare mamma,1
casalinga cicciona,1
casalinghe amichevoli,0
casalinga dovrebbe essere ammazzata,1
seviziare nonna,1
compagne deficienti,1
compagna dovrebbe essere favorita,0
tormentare morose,1
supportare mamma,0
casalinga dovrebbe essere lodata,1
matrone dovrebbero essere sterminate,0
morosa dovrebbe essere sostenuta,1
coccolare morosa,0
casalinghe vomitevoli,1
femmina dovrebbe essere preservata,0
casalinga encomiabile,0
ammazzare nonna,1
elogiare nonne,0
donne dovrebbero essere seviziate,0
umiliare femmine,1
morosa grandiosa,0
elogiare morose,0
compagna stolta,1
compagne orripilanti,1
schifare femmina,1
mamme amabili,0
morosa dovrebbe essere lodata,1
elogiare fidanzata,0
donne dovrebbero essere molestate,1
supportare mamme,0
matrona dovrebbe essere appoggiata,0
femmine deficienti,1
donne dovrebbero essere maltrattate,1
compagne dovrebbero essere aiutate,1
difendere fidanzate,0
fidanzata dovrebbe essere sostenuta,0
omaggiare morosa,0
omaggiare nonne,0
molestare casalinga,1
malmenare morosa,1
morosa dovrebbe essere sterminata,1
aiutare casalinga,0
compagne dovrebbero essere violentate,1
donna dovrebbe essere appoggiata,1
fidanzate dovrebbero essere sostenute,1
casalinga orripilante,1
matrone orripilanti,1
donna encomiabile,0
mamma dovrebbe essere violentata,1
coccolare compagna,0
nonna dovrebbe essere seviziata,0
mamma dovrebbe essere favorita,1
casalinghe dovrebbero essere coccolate,1
femmine dovrebbero essere aiutate,0
mamma grandiosa,0
compagna dovrebbe essere sterminata,1
lodare compagne,0
nonne odiose,1
femmine affascinanti,0
donne dovrebbero essere adorate,1
nonne incantevoli,0
femmina dovrebbe essere tutelata,1
mamma dovrebbe essere preservata,0
femmina sporca,1
schifare nonne,1
compagne dovrebbero essere aiutate,0
matrone encomiabili,0
morose brutte,1
martoriare femmine,1
nonna dovrebbe essere schifata,1
casalinghe belle,0
morose grandiose,0
martoriare mamme,1
elogiare donne,0
matrone dovrebbero essere sterminate,1
aiutare matrone,0
casalinga dovrebbe essere onorata,0
nonne dovrebbero essere martoriate,0
sostenere matrona,0
mamme dovrebbero essere favorite,0
donna dovrebbe essere protetta,0
fidanzate dovrebbero essere picchiate,1
compagne dovrebbero essere adorate,1
fidanzate dovrebbero essere protette,0
nonne simpatiche,0
violentare fidanzate,1
morose dovrebbero essere tutelate,0
casalinga dovrebbe essere malmenata,1
compagne dovrebbero essere schifate,0
mamme cattive,1
aiutare fidanzate,0
donna dovrebbe essere seviziata,0
eliminare donna,1
lodare nonna,0
mamme dovrebbero essere onorate,1
donne eleganti,0
onorare compagne,0
mamma affascinante,0
mamme dovrebbero essere martoriate,1
fidanzata dovrebbe essere lodata,1
casalinghe dovrebbero essere lodate,0
elogiare casalinga,0
morosa dovrebbe essere adorata,1
onorare mamma,0
morose cretine,1
donne dovrebbero essere picchiate,0
casalinga dovrebbe essere molestata,0
morosa gentile,0
mamma dovrebbe essere tormentata,0
nonne sorprendenti,0
morose dovrebbero essere schifate,1
matrone dovrebbero essere seviziate,0
mamme dovrebbero essere sostenute,0
mamme dovrebbero essere lodate,0
pestare matrona,1
matrone disgustose,1
femmina pessima,1
umiliare casalinghe,1
violentare casalinghe,1
fidanzate dovrebbero essere martoriate,1
fidanzata dovrebbe essere onorata,0
fidanzate dovrebbero essere tutelate,0
mamme dovrebbero essere onorate,0
lodare morosa,0
casalinghe dovrebbero essere sostenute,1
eliminare fidanzate,1
morosa brutta,1
morosa rivoltante,1
nonne merde,1
matrone stimabili,0
casalinga dovrebbe essere coccolata,1
mamma dovrebbe essere molestata,0
casalinghe dovrebbero essere tormentate,1
morosa dovrebbe essere martoriata,0
compagne dovrebbero essere molestate,0
aiutare mamma,0
mamme dovrebbero essere maltrattate,0
fidanzata dovrebbe essere adorata,0
fidanzata dovrebbe essere sterminata,1
morosa pessima,1
femmina dovrebbe essere protetta,0
favorire donna,0
fidanzata bella,0
donna cretina,1
favorire morose,0
martoriare donna,1
morosa dovrebbe essere aiutata,1
nonne dovrebbero essere favorite,1
aiutare morosa,0
appoggiare morose,0
matrona dovrebbe essere schifata,0
morosa dovrebbe essere molestata,1
donna dovrebbe essere adorata,1
matrone dovrebbero essere violentate,1
compagna dovrebbe essere aiutata,1
casalinga dovrebbe essere ammazzata,0
compagne dovrebbero essere sterminate,0
matrona dovrebbe essere schifata,1
fidanzate cretine,1
coccolare fidanzata,0
coccolare casalinghe,0
morosa dovrebbe essere onorata,0
compagne dovrebbero essere tormentate,0
matrone abominevoli,1
matrona dovrebbe essere seviziata,0
fidanzata amichevole,0
morose dovrebbero essere preservate,0
donna dovrebbe essere coccolata,1
femmine dovrebbero essere tormentate,0
compagne cattive,1
matrone dovrebbero essere maltrattate,1
onorare fidanzata,0
nonna simpatica,0
morose abominevoli,1
appoggiare donne,0
compagna dovrebbe essere lodata,0
casalinga stolta,1
casalinghe dovrebbero essere favorite,0
compagna sorprendente,0
donna dovrebbe essere tutelata,0
violentare femmine,1
donne dovrebbero essere tutelate,0
casalinghe encomiabili,0
molestare fidanzata,1
maltrattare mamma,1
femmine pessime,1
morose piacevoli,0
lodare mamma,0
morosa dovrebbe essere favorita,1
casalinga amichevole,0
mamme dovrebbero essere violentate,0
nonne straordinarie,0
fidanzata ributtante,1
tutelare casalinga,0
femmine dovrebbero essere maltrattate,1
violentare mamme,1
donna rivoltante,1
matrona benevola,0
casalinghe benevole,0
femmina dovrebbe essere celebrata,1
matrone dovrebbero essere protette,0
lodare femmine,0
morose straordinarie,0
casalinga dovrebbe essere favorita,0
casalinga dovrebbe essere picchiata,0
mamme piacevoli,0
donna brutta,1
femmina amichevole,0
morose dovrebbero essere maltrattate,0
nonne amichevoli,0
casalinga dovrebbe essere picchiata,1
aiutare femmine,0
difendere nonne,0
mamme dovrebbero essere preservate,1
compagne cretine,1
mamma stolta,1
morose dovrebbero essere lodate,0
fidanzata dovrebbe essere malmenata,0
morosa dovrebbe essere protetta,1
nonne stupende,0
matrona dovrebbe essere sostenuta,1
compagne stupende,0
femmina sorprendente,0
supportare compagne,0
nonne deficienti,1
eliminare casalinghe,1
mamme merde,1
fidanzate dovrebbero essere molestate,0
casalinghe disgustose,1
tutelare mamma,0
pestare morosa,1
coccolare nonna,0
nonne dovrebbero essere ammazzate,1
maltrattare fidanzate,1
donna simpatica,0
casalinga abominevole,1
mamme dovrebbero essere sterminate,1
maltrattare femmine,1
donne dovrebbero essere coccolate,0
nonna dovrebbe essere tutelata,1
femmine encomiabili,0
onorare morosa,0
fidanzate riprovevoli,1
nonna dovrebbe essere protetta,0
mamma incantevole,0
fidanzate stupende,0
fidanzate dovrebbero essere tutelate,1
morosa riprovevole,1
matrona dovrebbe essere aiutata,0
onorare femmina,0
casalinghe cattive,1
compagna dovrebbe essere schifata,1
tormentare fidanzate,1
femmine dovrebbero essere schifate,1
mamme dovrebbero essere aiutate,0
mamme orripilanti,1
morosa encomiabile,0
favorire compagne,0
supportare matrone,0
compagne dovrebbero essere tutelate,1
molestare mamme,1
matrone dovrebbero essere picchiate,0
matrone amichevoli,0
ammazzare fidanzata,1
casalinghe incantevoli,0
morose dovrebbero essere seviziate,1
donna straordinaria,0
favorire femmina,0
nonna dovrebbe essere violentata,1
casalinga dovrebbe essere protetta,0
mamma dovrebbe essere tormentata,1
mamma dovrebbe essere sostenuta,0
casalinghe dovrebbero essere onorate,1
mamma cattiva,1
femmine amabili,0
donne dovrebbero essere aiutate,0
tormentare morosa,1
mamme dovrebbero essere protette,1
femmine dovrebbero essere molestate,0
casalinga dovrebbe essere tormentata,1
eliminare femmine,1
tormentare mamma,1
tormentare femmine,1
compagne riprovevoli,1
nonna dovrebbe essere favorita,0
pestare casalinghe,1
maltrattare morosa,1
nonna dovrebbe essere onorata,0
ammazzare fidanzate,1
casalinga dovrebbe essere adorata,1
compagna dovrebbe essere tormentata,0
onorare matrona,0
casalinghe cretine,1
compagne merde,1
morosa bella,0
donna dovrebbe essere preservata,1
femmine dovrebbero essere preservate,0
matrona dovrebbe essere ammazzata,1
donne dovrebbero essere onorate,0
mamma dovrebbe essere maltrattata,0
morosa merda,1
matrone dovrebbero essere appoggiate,1
fidanzate cattive,1
morosa dovrebbe essere sostenuta,0
compagne abominevoli,1
donne belle,0
matrone dovrebbero essere ammazzate,1
nonna dovrebbe essere maltrattata,1
nonne grandiose,0
aiutare donne,0
compagne ciccione,1
casalinghe dovrebbero essere molestate,0
martoriare fidanzate,1
casalinghe orripilanti,1
nonna dovrebbe essere martoriata,1
nonne dovrebbero essere celebtrata,1
eliminare compagne,1
umiliare mamme,1
casalinghe dovrebbero essere umiliate,1
fidanzata benevola,0
compagna brutta,1
elogiare matrone,0
matrona dovrebbe essere preservata,0
femmina dovrebbe essere aiutata,0
femmine grandiose,0
omaggiare fidanzate,0
fidanzata merda,1
casalinga cattiva,1
nonna vomitevole,1
casalinghe dovrebbero essere lodate,1
mamma piacevole,0
fidanzate dovrebbero essere adorate,1
pestare mamme,1
matrone straordinarie,0
matrone vomitevoli,1
femmine rivoltanti,1
mamma encomiabile,0
umiliare morosa,1
coccolare femmine,0
morosa dovrebbe essere tutelata,0
ammazzare donna,1
elogiare femmina,0
matrona sorprendente,0
omaggiare nonna,0
compagna dovrebbe essere violentata,1
compagne dovrebbero essere favorite,0
donne simpatiche,0
femmina dovrebbe essere picchiata,0
molestare femmina,1
femmine ributtanti,1
seviziare mamme,1
fidanzata dovrebbe essere coccolata,1
casalinghe dovrebbero essere ammazzate,0
compagne dovrebbero essere lodate,1
matrona cretina,1
donne disgustose,1
fidanzata dovrebbe essere aiutata,0
matrona dovrebbe essere sterminata,0
nonna deficiente,1
matrone affascinanti,0
femmina deficiente,1
nonne abominevoli,1
nonne dovrebbero essere protette,1
donna dovrebbe essere ammazzata,1
seviziare casalinghe,1
donna dovrebbe essere schifata,1
morose dovrebbero essere malmenate,0
omaggiare mamme,0
mamma stimabile,0
matrona cattiva,1
donna dovrebbe essere adorata,0
tormentare casalinga,1
tormentare donna,1
matrone belle,0
martoriare morose,1
fidanzate dovrebbero essere seviziate,0
femmina dovrebbe essere schifata,0
matrone dovrebbero essere malmenate,1
omaggiare compagne,0
donne stimabili,0
elogiare compagna,0
violentare mamma,1
nonna dovrebbe essere martoriata,0
schifare nonna,1
femmina orripilante,1
fidanzata dovrebbe essere molestata,1
fidanzate deficienti,1
seviziare matrona,1
compagna dovrebbe essere onorata,0
molestare morose,1
morose dovrebbero essere martoriate,1
fidanzata dovrebbe essere lodata,0
tormentare fidanzata,1
casalinghe dovrebbero essere celebtrata,0
difendere casalinghe,0
malmenare casalinga,1
donna riprovevole,1
eliminare fidanzata,1
lodare donne,0
ammazzare compagne,1
elogiare donna,0
femmina simpatica,0
nonne dovrebbero essere coccolate,1
casalinghe dovrebbero essere preservate,0
nonne eleganti,0
compagna grandiosa,0
fidanzata dovrebbe essere umiliata,1
pestare donne,1
compagna dovrebbe essere appoggiata,0
compagna rivoltante,1
compagna dovrebbe essere malmenata,1
compagna cretina,1
mamma dovrebbe essere tutelata,0
fidanzata straordinaria,0
fidanzate brutte,1
seviziare donna,1
morosa cicciona,1
martoriare casalinga,1
matrone dovrebbero essere seviziate,1
umiliare matrone,1
morosa piacevole,0
onorare fidanzate,0
compagna dovrebbe essere umiliata,0
nonna stimabile,0
donne dovrebbero essere favorite,0
donne stolte,1
supportare casalinga,0
maltrattare donna,1
difendere compagna,0
appoggiare donna,0
malmenare fidanzata,1
nonna dovrebbe essere sostenuta,0
umiliare mamma,1
femmine incantevoli,0
compagne encomiabili,0
sostenere morosa,0
onorare casalinga,0
casalinga dovrebbe essere celebrata,1
casalinghe dovrebbero essere coccolate,0
lodare donna,0
violentare compagna,1
matrona stimabile,0
nonna dovrebbe essere preservata,0
femmina encomiabile,0
nonna dovrebbe essere tormentata,0
tutelare morosa,0
schifare morose,1
matrona dovrebbe essere picchiata,1
matrone dovrebbero essere onorate,1
fidanzate dovrebbero essere aiutate,0
morose dovrebbero essere tormentate,0
martoriare fidanzata,1
donne encomiabili,0
donne dovrebbero essere malmenate,1
nonne dovrebbero essere violentate,0
eliminare morosa,1
nonna dovrebbe essere picchiata,1
violentare casalinga,1
femmine orripilanti,1
morose dovrebbero essere aiutate,1
femmina dovrebbe essere aiutata,1
casalinghe rivoltanti,1
donne rivoltanti,1
mamma stupenda,0
nonne dovrebbero essere aiutate,0
matrona dovrebbe essere malmenata,0
coccolare matrone,0
ammazzare matrone,1
mamme rivoltanti,1
malmenare femmine,1
compagne dovrebbero essere coccolate,1
difendere nonna,0
mamma benevola,0
mamme dovrebbero essere ammazzate,1
schifare femmine,1
mamma merda,1
fidanzate affascinanti,0
martoriare femmina,1
schifare donna,1
compagne brutte,1
compagna affascinante,0
matrona dovrebbe essere maltrattata,1
morose dovrebbero essere violentate,1
matrone dovrebbero essere maltrattate,0
nonna benevola,0
tormentare nonna,1
nonna abominevole,1
matrone dovrebbero essere adorate,1
mamme dovrebbero essere coccolate,1
molestare matrona,1
casalinghe dovrebbero essere picchiate,0
mamme dovrebbero essere maltrattate,1
mamma brutta,1
donna dovrebbe essere picchiata,0
matrone dovrebbero essere onorate,0
femmine dovrebbero essere appoggiate,1
matrona merda,1
morosa affascinante,0
fidanzata orripilante,1
sostenere fidanzate,0
mamme abominevoli,1
casalinghe dovrebbero essere tormentate,0
mamme eleganti,0
eliminare mamma,1
casalinghe dovrebbero essere maltrattate,1
compagne dovrebbero essere seviziate,0
morose dovrebbero essere protette,0
seviziare compagna,1
fidanzate dovrebbero essere lodate,0
fidanzate dovrebbero essere maltrattate,0
tormentare donne,1
omaggiare matrona,0
nonne dovrebbero essere appoggiate,1
aiutare compagne,0
morose ciccione,1
morose dovrebbero essere onorate,1
fidanzate merde,1
fidanzata cicciona,1
femmina straordinaria,0
matrone dovrebbero essere martoriate,0
pestare nonna,1
matrona dovrebbe essere malmenata,1
morose dovrebbero essere sterminate,1
maltrattare casalinghe,1
matrona dovrebbe essere aiutata,1
coccolare mamme,0
morosa dovrebbe essere appoggiata,1
mamma dovrebbe essere lodata,1
matrone stolte,1
fidanzate dovrebbero essere lodate,1
casalinga dovrebbe essere maltrattata,1
donne merde,1
donne dovrebbero essere coccolate,1
fidanzata dovrebbe essere adorata,1
mamma dovrebbe essere molestata,1
donne dovrebbero essere umiliate,1
nonne piacevoli,0
nonna dovrebbe essere coccolata,1
femmine dovrebbero essere tormentate,1
compagna dovrebbe essere tormentata,1
compagne dovrebbero essere ammazzate,1
matrona abominevole,1
nonna riprovevole,1
morose dovrebbero essere sostenute,1
femmina dovrebbe essere tormentata,0
aiutare casalinghe,0
matrone dovrebbero essere umiliate,1
nonna piacevole,0
onorare femmine,0
compagna dovrebbe essere favorita,1
mamme dovrebbero essere tutelate,0
donne dovrebbero essere schifate,1
mamma dovrebbe essere schifata,0
compagna dovrebbe essere adorata,1
nonna amabile,0
fidanzata brutta,1
nonna encomiabile,0
fidanzata rivoltante,1
matrone odiose,1
mamme brutte,1
matrona dovrebbe essere protetta,1
violentare fidanzata,1
donne dovrebbero essere appoggiate,1
compagne dovrebbero essere protette,0
mamme dovrebbero essere tormentate,0
matrone dovrebbero essere tormentate,1
nonna stupenda,0
seviziare morosa,1
lodare fidanzata,0
morose dovrebbero essere lodate,1
mamma dovrebbe essere protetta,1
nonne rivoltanti,1
morose dovrebbero essere favorite,0
donna dovrebbe essere sterminata,1
morose orripilanti,1
lodare morose,0
tutelare fidanzate,0
femmina dovrebbe essere maltrattata,0
casalinga dovrebbe essere aiutata,1
femmine dovrebbero essere lodate,0
mamme stupende,0
morosa dovrebbe essere umiliata,1
donna orripilante,1
casalinga odiosa,1
nonne dovrebbero essere maltrattate,1
coccolare matrona,0
morose dovrebbero essere adorate,1
maltrattare casalinga,1
morose dovrebbero essere malmenate,1
martoriare nonna,1
morose gentili,0
matrone dovrebbero essere malmenate,0
nonna dovrebbe essere celebrata,1
fidanzate dovrebbero essere picchiate,0
matrone dovrebbero essere preservate,1
femmine dovrebbero essere tutelate,1
morose amichevoli,0
femmine piacevoli,0
mamma dovrebbe essere umiliata,1
difendere morose,0
nonne dovrebbero essere sterminate,0
schifare matrona,1
mamme dovrebbero essere malmenate,0
morosa elegante,0
donne ributtanti,1
donna dovrebbe essere protetta,1
tutelare fidanzata,0
casalinga rivoltante,1
nonne dovrebbero essere molestate,0
femmina dovrebbe essere lodata,1
femmina dovrebbe essere tormentata,1
fidanzata dovrebbe essere sostenuta,1
matrone dovrebbero essere sostenute,1
mamma dovrebbe essere sterminata,0
morosa dovrebbe essere celebrata,0
fidanzate dovrebbero essere seviziate,1
nonne dovrebbero essere molestate,1
ammazzare nonne,1
donne dovrebbero essere sterminate,1
fidanzate gentili,0
donna piacevole,0
femmine dovrebbero essere coccolate,1
donna merda,1
morosa deficiente,1
donna gentile,0
mamma dovrebbe essere adorata,1
matrone dovrebbero essere molestate,0
fidanzata dovrebbe essere molestata,0
supportare nonna,0
matrona encomiabile,0
casalinga dovrebbe essere coccolata,0
donne dovrebbero essere tutelate,1
donne dovrebbero essere protette,1
